release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
1966-01-01,False,0,0.813,0.532,5,-8.422,1,0.0302,0.0328,0.0,0.183,0.797,123.764,168040,4,pop
2012-03-21,True,24,0.727,0.522,5,-10.426,0,0.184,0.00396,0.0844,0.122,0.349,127.99,350551,4,edm
2011-03-08,True,51,0.736,0.834,1,-3.052,0,0.0969,0.077,0.0,0.407,0.234,100.979,297040,4,hip hop
2017-10-02,False,38,0.336,0.684,7,-5.379,1,0.0416,0.0203,0.0,0.163,0.478,152.647,228750,5,pop
2012-08-20,False,0,0.549,0.878,2,-8.14,1,0.0319,0.0142,0.252,0.237,0.944,123.846,191787,4,pop
2020-01-17,False,60,0.55,0.732,0,-6.88,1,0.105,0.0864,0.0,0.0425,0.246,153.836,138205,4,pop
2008-07-29,False,46,0.256,0.805,2,-5.288,0,0.0983,0.237,0.0,0.114,0.264,135.15,395320,4,rock
2007,False,15,0.662,0.76,9,-3.922,1,0.028,0.769,1.68e-05,0.131,0.73,118.536,155040,4,chanson
2003,False,62,0.389,0.675,5,-7.237,1,0.0336,0.124,1.97e-05,0.376,0.483,172.02,227733,4,chanson
2018-07-27,False,40,0.449,0.963,11,-2.041,1,0.0734,0.0049,0.09,0.227,0.124,149.854,249600,4,rap
2015-10-23,False,0,0.495,0.777,7,-5.764,1,0.177,0.119,0.0,0.425,0.812,104.458,231813,4,pop
2016-05-08,False,1,0.282,0.132,0,-15.569,1,0.0375,0.938,0.104,0.1,0.0379,136.186,283464,4,rock
2015-11-13,False,28,0.6,0.827,6,-12.172,0,0.0465,0.00147,0.856,0.0469,0.441,150.013,205140,4,edm
2002-05-28,False,43,0.619,0.814,9,-8.516,0,0.0476,0.0641,3.77e-05,0.0824,0.428,120.182,263667,4,chanson
2017-05-05,False,0,0.762,0.828,1,-5.02,0,0.0465,0.0851,0.0,0.215,0.671,90.012,238587,4,latin
1980,False,72,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,252853,4,pop
1965-01-01,False,35,0.407,0.679,4,-9.465,0,0.0359,0.238,0.929,0.814,0.855,149.195,128973,4,pop
2015-05-15,False,67,0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,226787,4,rock
2007-09-04,False,9,0.684,0.495,1,-9.437,1,0.043,0.819,0.272,0.499,0.752,98.491,176160,4,classical
2021-04-23,False,50,0.184,0.207,2,-17.119,1,0.033,0.94,0.931,0.0772,0.089,79.979,251173,3,classical
2011-03-15,False,61,0.868,0.788,1,-4.321,1,0.0547,0.0334,2.6e-05,0.0801,0.961,114.674,262457,4,disco
1986,False,15,0.723,0.408,9,-18.793,1,0.0541,0.765,0.00159,0.301,0.92,91.36,259204,4,salsa
2019-03-01,True,68,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4,hip hop
2018-05-04,False,57,0.73,0.68,4,-4.886,0,0.0344,0.324,3.79e-06,0.121,0.452,109.573,221560,4,blues
2005-01-01,False,22,0.189,0.207,4,-15.105,1,0.0328,0.607,0.0,0.117,0.428,188.233,153333,3,pop
2014-01-01,True,0,0.743,0.861,3,-5.234,1,0.0428,0.00518,0.0,0.181,0.391,111.959,216013,4,rap
2011,False,53,0.658,0.664,0,-5.715,0,0.0289,0.61,0.0,0.0957,0.45,116.017,205973,4,pop
2020-06-19,False,76,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4,country
2020-09-18,True,67,0.514,0.634,1,-6.514,1,0.383,0.235,0.0,0.13,0.308,76.181,193013,4,rap
2016-03-11,False,0,0.738,0.703,2,-5.529,0,0.0355,0.685,0.00294,0.0757,0.841,94.11,276808,4,jazz
2013-12-11,False,15,0.828,0.59,9,-7.119,0,0.178,0.0445,0.00351,0.316,0.753,127.877,212179,4,edm
2019-12-02,False,41,0.56,0.661,6,-5.472,1,0.0295,0.0106,0.0,0.0921,0.492,89.99,218133,4,pop
1992-01-01,False,0,0.733,0.169,5,-15.982,0,0.139,0.995,0.817,0.189,0.921,96.352,153427,4,jazz
2015-06-23,False,0,0.581,0.562,11,-8.691,1,0.0949,0.826,1.51e-06,0.0921,0.528,122.044,170733,4,blues
2007-01-01,False,0,0.573,0.89,4,-4.335,1,0.0329,0.155,4.7e-05,0.205,0.639,126.073,246160,4,pop
2007-01-01,False,0,0.256,0.95,0,-4.318,1,0.0716,0.000379,0.00538,0.125,0.439,200.026,218560,4,dance
2021-02-05,False,33,0.567,0.871,9,-5.977,1,0.182,0.00777,0.00109,0.095,0.312,150.048,238400,4,edm
2003-02-06,True,82,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4,hip hop
1979-01-15,False,55,0.497,0.51,0,-7.3,1,0.0299,0.0902,0.00142,0.147,0.198,113.074,297520,4,rock
2017-05-18,False,69,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023,204502,4,pop
1933,False,53,0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,193867,4,jazz
2011-01-01,False,0,0.726,0.793,9,-4.138,1,0.0277,0.156,0.0,0.147,0.616,117.976,199987,4,pop
1994-01-01,False,48,0.908,0.133,2,-17.63,1,0.0934,0.811,0.0938,0.0707,0.281,118.678,176240,4,blues
1991-01-01,False,44,0.741,0.363,2,-12.484,1,0.0335,0.669,0.0,0.117,0.859,123.263,142933,4,pop
2012-04-16,False,26,0.626,0.521,11,-9.443,1,0.0407,0.394,8.57e-06,0.0851,0.722,92.253,175880,4,soul
1989-01-01,False,43,0.833,0.466,1,-14.884,1,0.207,0.00434,0.0587,0.0891,0.388,101.12,157640,4,soul
2016-01-15,False,58,0.552,0.745,6,-5.564,0,0.0807,0.00361,0.0,0.43,0.488,159.915,282000,4,electro
2018-06-03,True,0,0.745,0.784,5,-4.224,1,0.138,0.138,0.0,0.0818,0.337,77.099,164985,4,rap
2017-10-27,False,0,0.258,0.952,11,-3.389,1,0.229,0.0133,0.00705,0.126,0.229,150.035,230400,4,edm
1982,False,0,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,291373,4,rock
2009-09-10,False,67,0.683,0.585,8,-6.76,1,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,4,rock
2013-12-17,False,3,0.778,0.617,10,-5.845,1,0.114,0.0262,0.0053,0.151,0.73,140.916,253373,4,rock
2003,False,0,0.887,0.553,2,-5.412,1,0.0409,0.0639,0.00682,0.0724,0.977,107.287,196920,4,reggae
2013-01-01,False,0,0.686,0.413,4,-6.441,0,0.124,0.0639,0.0,0.106,0.839,105.22,224813,4,soul
2019-04-05,False,45,0.708,0.654,9,-6.458,0,0.0756,0.045,9.5e-06,0.164,0.585,86.06,302611,4,edm
2011-01-01,False,0,0.528,0.709,9,-7.645,1,0.0301,0.339,0.00732,0.294,0.684,94.887,212400,4,rock
2016-07-25,False,0,0.716,0.983,7,-3.433,1,0.053,0.000806,0.794,0.214,0.722,126.009,187143,4,edm
2007-02-08,True,22,0.718,0.739,9,-6.669,0,0.032,0.197,0.139,0.215,0.454,138.014,288867,4,dance
2014-12-28,False,67,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,177561,4,dance
2015-08-28,False,0,0.444,0.711,0,-5.106,0,0.0327,0.0119,0.0,0.34,0.371,86.976,183808,4,pop
2020-10-23,False,73,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,126521,4,hip hop
2016-12-08,False,0,0.337,0.479,10,-8.735,0,0.136,0.336,0.00135,0.0727,0.223,61.828,266481,4,r&b
1992,False,0,0.498,0.857,7,-5.771,1,0.0631,0.281,7.04e-05,0.0671,0.179,121.568,197453,4,rock
2018-03-02,False,51,0.665,0.842,6,-4.06,0,0.255,0.0235,0.0,0.0763,0.629,86.993,184987,4,pop
1975-01-01,False,74,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4,rock
1995-04-25,True,72,0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,224533,4,hip hop
2007-05-12,False,50,0.547,0.944,1,-2.264,0,0.0469,0.000102,9.95e-05,0.0665,0.835,122.005,195973,4,rock
1963-12-10,False,2,0.352,0.176,2,-13.278,0,0.0278,0.855,0.0,0.11,0.258,85.472,144560,4,pop
2015-09-25,True,55,0.552,0.689,8,-9.218,1,0.306,0.553,0.0,0.105,0.665,95.03,235265,4,rap
2014-09-19,False,0,0.373,0.913,11,-6.767,1,0.388,0.00943,0.744,0.349,0.743,163.725,139636,3,rap
2016-10-17,True,45,0.707,0.944,2,-1.918,1,0.0783,0.0497,0.0546,0.0905,0.324,159.99,208253,4,pop
2021-07-30,True,58,0.787,0.616,2,-9.433,0,0.153,0.0142,0.0,0.104,0.313,84.964,226667,4,hip hop
2016-02-26,False,46,0.656,0.978,8,-2.333,1,0.0659,0.0976,3.02e-05,0.131,0.655,149.956,201617,4,electro
2021-10-22,False,53,0.434,0.755,5,-3.411,0,0.241,0.361,4.69e-06,0.224,0.551,130.665,205356,4,hip hop
1968-11-22,False,73,0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,188960,4,rock
1972-12-31,False,53,0.546,0.642,0,-2.533,1,0.0395,0.712,2.47e-06,0.0797,0.832,169.073,176880,4,jazz
2017-07-27,False,33,0.687,0.877,11,-3.248,0,0.526,0.0613,4.1e-05,0.367,0.353,145.138,192000,4,edm
1973,False,35,0.462,0.182,9,-21.617,1,0.0497,0.991,0.887,0.0828,0.687,90.478,242880,4,classical
2007-06-15,False,0,0.435,0.749,2,-6.084,1,0.0487,0.0252,5.71e-05,0.21,0.553,84.266,234213,4,rock
2001-08-20,False,30,0.777,0.517,4,-10.633,1,0.0606,0.196,0.298,0.152,0.96,78.357,240267,4,reggae
2014-03-31,False,30,0.598,0.947,2,-3.721,1,0.138,0.00612,0.626,0.125,0.304,159.983,276016,4,electro
2014-09-01,False,0,0.615,0.122,0,-18.589,1,0.0431,0.994,0.944,0.13,0.386,111.007,166040,3,jazz
2018-04-18,False,5,0.656,0.58,6,-10.237,0,0.0427,0.0501,0.778,0.428,0.458,128.002,480000,1,pop
1984-04-30,False,0,0.782,0.546,11,-15.037,0,0.0351,0.0382,2.78e-05,0.0601,0.933,117.853,357800,4,rock
2020-10-09,False,47,0.708,0.917,0,-6.481,1,0.0528,0.014,0.0131,0.364,0.741,125.004,279949,4,dance
2015-10-16,True,0,0.754,0.909,6,-3.323,0,0.23,0.138,0.0,0.281,0.591,126.994,220079,4,rap
2014-05-12,False,0,0.581,0.318,4,-9.192,1,0.0386,0.282,0.000322,0.098,0.589,91.471,188187,4,country
2008-03-05,False,12,0.934,0.319,3,-16.476,0,0.26,0.0119,0.566,0.0935,0.305,127.016,368504,4,pop
2015-07-10,True,0,0.763,0.656,2,-6.593,1,0.0967,0.0691,0.0,0.141,0.865,149.972,214165,4,rap
2004,False,77,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,278600,4,metal
2019-08-02,True,40,0.865,0.668,5,-7.126,1,0.311,0.562,0.0,0.0962,0.652,97.013,188660,4,rap
1977-01-01,False,0,0.755,0.373,10,-12.82,1,0.0425,0.00069,3.85e-06,0.0522,0.833,136.364,282293,4,rock
2015-05-26,False,18,0.784,0.506,3,-5.243,0,0.0403,0.571,0.0,0.139,0.545,120.141,250800,4,rock
2007-01-01,False,52,0.734,0.64,9,-7.638,0,0.182,0.0895,0.0,0.173,0.351,90.011,270653,4,hip hop
2015-02-03,False,17,0.779,0.858,6,-4.289,0,0.211,0.00136,2.63e-05,0.0804,0.562,149.991,247300,4,dance
1992-11-17,False,63,0.665,0.847,5,-8.314,0,0.0535,0.0178,0.00288,0.126,0.4,119.555,285107,4,pop
2006-03-21,False,42,0.401,0.688,10,-6.185,0,0.222,0.354,0.0,0.124,0.625,91.964,230747,4,soul
1999-05-04,False,59,0.444,0.484,9,-8.311,1,0.0289,0.12,0.0,0.135,0.263,147.715,279867,4,country
2013-04-21,False,8,0.62,0.667,4,-7.445,1,0.0275,0.503,0.537,0.275,0.39,145.052,252747,4,electro
2018-12-14,True,25,0.701,0.836,1,-5.642,1,0.291,0.00421,0.000165,0.0678,0.485,90.107,273642,4,hip hop
2011-01-01,False,32,0.505,0.939,0,-4.285,0,0.0992,0.0788,3.99e-05,0.339,0.152,136.02,219027,4,pop
1986,False,28,0.258,0.88,8,-6.323,1,0.0793,0.00368,0.0,0.234,0.227,190.773,119080,4,punk
2021-11-19,False,52,0.626,0.946,7,-3.688,0,0.389,0.0164,3.07e-05,0.343,0.324,124.062,144361,4,dance
2004-01-01,False,14,0.46,0.447,11,-14.073,1,0.0482,0.834,0.0523,0.0788,0.361,103.987,383493,3,jazz
2017-10-20,False,15,0.278,0.168,5,-19.496,0,0.0715,0.95,0.536,0.301,0.254,178.248,185667,3,classical
2015-05-25,False,37,0.779,0.509,5,-7.047,1,0.267,0.0311,0.277,0.0907,0.521,77.522,241548,4,edm
2010-03-23,False,30,0.769,0.668,8,-7.734,0,0.0715,0.00242,0.0154,0.458,0.281,129.985,391385,4,electro
1978,False,59,0.149,0.243,9,-13.188,0,0.0305,0.3,0.00506,0.12,0.215,174.451,200640,3,rock
1983,False,24,0.699,0.637,7,-10.338,1,0.0397,0.0191,8.52e-05,0.405,0.443,131.024,234493,4,rock
1979-02-01,False,23,0.656,0.485,5,-13.253,1,0.0373,0.452,0.00323,0.27,0.839,91.576,406400,4,latin
2002-05-20,False,0,0.714,0.638,6,-6.842,0,0.0311,0.00885,0.000976,0.262,0.772,142.338,192707,4,reggae
2016-05-06,False,42,0.463,0.698,3,-4.892,1,0.0463,0.15,0.0,0.318,0.241,124.96,258201,4,dance
2006-07-28,False,0,0.784,0.98,7,-6.347,0,0.0355,0.00331,0.637,0.182,0.656,140.022,208613,4,dance
2016-04-08,False,57,0.706,0.87,9,-5.676,1,0.0446,0.0026,2.06e-06,0.0736,0.562,122.068,235333,4,pop
2020-04-01,True,52,0.268,0.194,9,-11.304,0,0.0458,0.935,9.01e-05,0.0982,0.063,181.353,149046,3,folk
1993-01-15,False,0,0.653,0.209,0,-14.52,1,0.0387,0.652,0.000905,0.123,0.414,104.082,208333,4,rock
2019-11-25,True,53,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,3,rap
2006-01-01,False,0,0.402,0.543,7,-12.307,1,0.091,0.568,0.0164,0.192,0.391,80.55,517440,4,jazz
2000-11-06,False,61,0.495,0.501,11,-7.511,1,0.0449,0.499,0.0,0.0973,0.303,140.616,211293,4,chanson
2015-07-24,False,26,0.55,0.955,5,-1.023,1,0.12,0.00746,0.895,0.318,0.325,129.917,238211,4,edm
2015-07-10,True,48,0.751,0.897,1,-3.598,1,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,260697,4,dance
1994-04-19,True,63,0.69,0.729,11,-5.819,0,0.221,1.7e-05,0.0431,0.152,0.357,91.376,202107,4,hip hop
2002,False,0,0.665,0.802,11,-6.124,0,0.0266,0.00406,0.787,0.143,0.543,105.002,334720,4,rock
2013-06-25,False,0,0.144,0.578,3,-7.336,1,0.0376,0.124,0.0,0.241,0.454,158.63,236440,4,pop
1977-09-09,False,0,0.5,0.846,0,-8.098,1,0.0457,0.0797,0.0,0.241,0.738,134.937,284067,4,rock
2021-03-04,False,70,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,168649,4,pop
1995,True,52,0.884,0.807,9,-6.781,0,0.31,0.0607,0.00301,0.0949,0.357,92.972,282667,4,hip hop
2018-05-18,False,34,0.545,0.827,11,-3.616,0,0.0383,0.000303,0.00172,0.355,0.487,76.012,210012,4,edm
2020-01-31,False,34,0.65,0.855,10,-9.864,0,0.0462,5.78e-05,0.936,0.121,0.193,140.021,414590,4,techno
1977-12-31,False,29,0.599,0.723,7,-5.309,0,0.0596,0.745,6.98e-05,0.0963,0.928,105.247,365489,4,jazz
2000,False,0,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,227600,4,rap
1983,False,47,0.511,0.764,9,-14.113,1,0.0867,0.0192,0.0,0.667,0.697,189.207,140840,4,rock
2004-01-01,False,0,0.794,0.818,0,-4.24,0,0.0728,0.152,4.95e-06,0.221,0.927,116.032,228667,4,pop
2002-03-27,False,0,0.587,0.524,10,-8.323,0,0.311,0.0347,9.44e-05,0.103,0.337,89.98,226840,4,rap
1998,True,1,0.484,0.941,3,-9.563,1,0.0959,0.000488,3.46e-06,0.352,0.785,129.711,144627,4,punk
2014-06-20,True,64,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,255680,4,hip hop
2017-09-29,False,67,0.79,0.133,8,-9.365,1,0.0915,0.875,0.808,0.111,0.422,69.997,122704,4,rap
2020-02-14,False,37,0.678,0.859,8,-5.774,1,0.0722,0.0387,0.0,0.232,0.685,120.967,187933,4,pop
2015-04-26,True,0,0.656,0.746,7,-4.716,1,0.314,0.126,0.0,0.508,0.824,104.044,188939,3,rap
2020-06-26,True,75,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889,114865,4,rap
1999-11-02,False,54,0.415,0.865,7,-2.789,1,0.0379,0.00551,0.103,0.274,0.465,176.864,276213,4,metal
2018-03-09,True,71,0.769,0.807,11,-2.966,1,0.306,0.0515,0.0,0.111,0.364,82.422,139845,4,hip hop
2002-12-26,False,25,0.462,0.567,2,-11.033,1,0.0455,0.447,8.81e-05,0.304,0.425,154.89,216596,3,country
1960,False,47,0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,183267,4,classical
2002-10-29,False,31,0.553,0.651,11,-7.017,0,0.472,0.266,0.0,0.543,0.627,88.141,327453,4,hip hop
2014-01-01,False,59,0.468,0.904,7,-4.574,1,0.0494,0.126,3.89e-06,0.165,0.7,167.998,235387,4,country
2019-10-18,False,38,0.611,0.645,2,-7.894,1,0.0266,0.307,0.123,0.106,0.498,109.967,343627,3,dance
2000-01-01,False,0,0.551,0.68,7,-4.413,1,0.0335,0.00612,0.0273,0.0882,0.527,126.109,200067,4,rock
2019-11-20,True,0,0.762,0.74,0,-5.799,1,0.273,0.0139,0.0,0.119,0.382,82.49,250436,4,rap
2012-01-14,True,0,0.646,0.778,1,-7.44,0,0.103,0.0173,0.0,0.0702,0.185,127.813,197132,4,rap
2013-09-26,False,0,0.683,0.687,6,-5.833,0,0.0274,0.24,0.0,0.131,0.502,99.035,213027,4,pop
1992-01-01,False,31,0.759,0.579,10,-10.644,0,0.0431,0.684,0.00324,0.167,0.911,90.875,293507,4,latin
2016-10-07,True,0,0.593,0.876,2,-9.139,1,0.0767,0.001,3.22e-05,0.0504,0.802,135.461,78667,4,punk
2013-01-22,False,0,0.523,0.808,2,-3.689,1,0.0396,0.0313,2.84e-06,0.0627,0.831,172.054,193773,4,country
2017-02-03,False,0,0.824,0.995,5,-3.118,0,0.285,0.0919,0.453,0.264,0.103,128.026,234375,4,edm
2008-08-13,False,31,0.387,0.96,7,-2.243,1,0.0641,0.00334,0.0,0.332,0.667,188.999,221887,4,disco
1997-09-16,False,0,0.663,0.445,3,-11.614,1,0.0394,0.892,9.41e-05,0.141,0.963,85.009,303790,4,jazz
1999-09-07,False,46,0.849,0.587,11,-5.192,0,0.131,0.126,0.0,0.0795,0.449,127.691,256027,4,pop
2021-12-11,False,31,0.549,0.754,10,-5.115,1,0.0307,0.278,0.0,0.222,0.535,81.923,166360,3,pop
2021-10-27,False,42,0.629,0.624,1,-6.0,0,0.0359,0.123,0.0,0.101,0.718,120.027,243520,4,pop
2003-09-27,False,0,0.728,0.974,8,-8.134,1,0.0408,0.0936,1.54e-05,0.0855,0.923,113.325,213453,4,pop
1988-01-01,False,0,0.679,0.68,11,-11.702,0,0.0616,0.613,6.21e-05,0.0523,0.574,88.917,297867,4,pop
2021-11-22,True,71,0.796,0.727,1,-4.726,1,0.04,0.793,2.49e-05,0.0858,0.818,104.98,123950,4,pop
1970-08-31,False,55,0.473,0.158,7,-12.9,1,0.0332,0.984,2.19e-06,0.113,0.329,98.008,225973,4,rock
1980-03-12,False,44,0.585,0.7,5,-7.064,0,0.0422,0.534,1.03e-05,0.282,0.654,103.78,181603,4,jazz
2008-02-19,False,0,0.242,0.988,7,-6.945,1,0.0759,0.00105,1.72e-05,0.248,0.21,140.26,91400,4,punk
2012-11-16,False,50,0.578,0.767,5,-4.654,1,0.0314,0.195,0.0,0.168,0.666,118.938,158147,4,pop
2009,False,0,0.489,0.828,10,-3.82,0,0.0368,0.664,0.0412,0.143,0.907,107.311,261173,4,jazz
1989-05-02,False,63,0.491,0.686,11,-8.22,1,0.0289,0.0236,0.263,0.451,0.437,103.715,278827,4,rock
2014-01-01,False,53,0.731,0.608,0,-6.886,0,0.0489,0.0547,0.00165,0.102,0.358,149.995,107349,4,pop
2008-05-12,False,82,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,242187,4,pop
2011-01-01,False,0,0.665,0.871,4,-5.528,1,0.028,0.203,2.8e-05,0.0493,0.887,88.83,141840,4,rock
2018-07-13,True,0,0.491,0.87,2,-4.327,1,0.0443,4.49e-05,0.000145,0.0607,0.21,103.072,217720,4,rock
2021-07-30,False,21,0.74,0.486,4,-6.086,0,0.052,0.00014,0.766,0.178,0.224,99.988,140400,4,pop
2021-04-23,False,48,0.368,0.0495,11,-25.422,0,0.0379,0.975,0.927,0.0959,0.0795,68.388,195200,4,classical
2021-06-25,True,67,0.454,0.866,2,-5.348,1,0.391,0.121,0.0067,0.167,0.518,92.463,175123,4,hip hop
2017-07-07,False,0,0.629,0.659,2,-6.881,1,0.0488,0.579,5.16e-05,0.0485,0.935,105.719,242422,4,jazz
2021-05-14,False,28,0.748,0.898,6,-5.809,1,0.0426,0.0343,0.222,0.0959,0.779,126.004,128327,4,edm
2021-09-30,False,29,0.774,0.64,2,-10.675,0,0.0758,0.0237,0.724,0.108,0.79,99.995,265165,4,jazz
2013-04-01,True,56,0.575,0.624,1,-6.876,0,0.103,0.013,4.74e-05,0.0522,0.273,154.687,233853,4,hip hop
2017-11-03,True,52,0.829,0.722,11,-11.766,0,0.256,0.0243,0.741,0.126,0.429,140.02,280079,4,techno
2010-04-25,False,60,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,219240,4,dance
2003-03-24,False,48,0.44,0.961,1,-4.467,0,0.0787,0.000993,0.000102,0.409,0.542,95.035,175960,3,metal
2012-02-03,False,26,0.644,0.891,6,-4.323,1,0.0429,0.00646,0.238,0.0768,0.795,129.998,242560,4,dance
2008-09-08,True,0,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,4,hip hop
2017-02-23,True,77,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4,pop
2009-09-18,False,36,0.63,0.821,11,-6.726,0,0.0467,0.000632,0.479,0.0963,0.271,102.022,270173,4,pop
2003-12-01,False,0,0.365,0.47,2,-10.295,1,0.066,0.352,3.85e-06,0.0983,0.321,71.578,302253,3,rock
1995-02-01,False,39,0.542,0.645,0,-8.206,1,0.133,0.218,0.0,0.134,0.594,174.415,275067,4,r&b
2020-02-28,False,64,0.613,0.919,7,-6.725,0,0.0672,0.00529,0.000367,0.167,0.198,123.965,249194,4,edm
2017-07-06,False,20,0.812,0.485,8,-7.854,1,0.0475,0.00161,0.741,0.154,0.082,115.978,173804,4,rap
1999,True,58,0.682,0.92,10,-1.544,1,0.278,0.177,0.00158,0.0443,0.835,82.228,297427,4,hip hop
1999-04-26,False,66,0.672,0.941,9,-6.427,0,0.0494,0.0276,0.926,0.149,0.754,130.218,193880,4,dance
2022-01-07,True,24,0.619,0.45,5,-9.282,0,0.43,0.353,0.0,0.165,0.451,79.105,111484,4,rap
2014-11-21,False,59,0.494,0.721,2,-4.855,1,0.0416,0.107,0.0,0.119,0.356,128.1,207200,4,pop
2021-04-15,False,7,0.502,0.962,5,-6.658,0,0.0417,0.00579,0.896,0.667,0.437,128.038,230632,4,edm
2017-07-01,True,70,0.649,0.538,0,-9.793,0,0.0918,0.0483,0.401,0.0928,0.355,160.075,150000,4,rap
1980-07-25,False,0,0.776,0.482,8,-11.56,0,0.0904,0.234,0.00112,0.0737,0.801,145.711,299067,4,soul
2019-01-27,False,0,0.327,0.442,1,-9.992,1,0.0418,0.0613,0.0317,0.113,0.231,162.769,282206,4,pop
2017-08-25,True,59,0.788,0.689,8,-7.211,1,0.13,0.0112,0.0,0.22,0.681,136.045,189230,4,rap
2016-12-31,False,2,0.392,0.949,9,-5.865,1,0.152,0.025,0.0287,0.13,0.773,182.777,174307,4,rock
2010-03-09,False,30,0.206,0.85,0,-5.067,1,0.0493,0.142,0.00141,0.221,0.226,146.581,429587,4,rock
2012,False,23,0.505,0.629,8,-6.404,1,0.0674,0.000186,0.758,0.0541,0.382,127.993,335733,3,pop
2007-10-22,False,0,0.841,0.521,4,-6.298,0,0.0368,0.00324,0.00953,0.242,0.385,124.074,295173,4,rock
2014-03-17,False,22,0.631,0.811,2,-4.303,1,0.046,0.00231,0.426,0.326,0.188,150.019,271383,4,dance
2015-09-19,True,25,0.624,0.974,5,-3.547,0,0.423,0.0625,3.69e-05,0.246,0.412,140.001,219690,4,electro
2002-11-04,False,0,0.571,0.786,2,-6.218,1,0.0267,0.0466,0.00148,0.301,0.601,131.02,292173,4,pop
2008-07-08,False,63,0.48,0.529,6,-7.825,1,0.0275,0.17,4.27e-06,0.257,0.469,81.527,295480,4,rock
2018-03-23,False,44,0.698,0.76,5,-5.798,0,0.106,0.28,3.63e-05,0.0577,0.793,122.877,235732,4,pop
2019-01-31,False,61,0.783,0.781,0,-5.337,1,0.0646,0.0562,0.0,0.0812,0.192,143.865,175964,4,hip hop
2014-09-04,True,58,0.785,0.413,4,-11.84,1,0.151,0.0946,0.0,0.126,0.455,87.529,215573,4,hip hop
2020-05-15,False,51,0.493,0.943,4,-3.321,1,0.0608,0.000679,0.00897,0.134,0.493,96.997,234476,4,metal
2019-06-28,True,64,0.847,0.83,7,-5.873,0,0.034,0.479,2.54e-06,0.068,0.895,130.05,194267,4,rap
2020-12-25,True,74,0.693,0.434,4,-8.786,0,0.385,0.204,0.0,0.277,0.542,147.066,119738,4,hip hop
2016-07-08,False,0,0.457,0.744,6,-7.851,0,0.296,0.353,6.11e-06,0.14,0.459,85.209,195643,4,hip hop
2012-08-24,False,40,0.572,0.0627,3,-24.344,0,0.0401,0.995,0.928,0.132,0.228,108.191,159187,4,classical
1963,False,38,0.584,0.68,8,-7.333,1,0.0817,0.515,0.0,0.204,0.87,141.529,182413,4,pop
1995-12-04,True,0,0.522,0.862,6,-7.439,1,0.391,0.0467,0.0,0.0899,0.515,88.536,275960,4,hip hop
2011-04-18,False,0,0.753,0.315,5,-7.458,1,0.0323,0.677,7.66e-05,0.129,0.524,109.613,303800,4,pop
2014-03-15,False,19,0.628,0.437,8,-13.217,1,0.0294,0.504,1.69e-06,0.129,0.764,90.277,180233,4,pop
1995,False,4,0.622,0.623,7,-11.547,0,0.0563,0.361,0.000129,0.0926,0.948,173.533,381840,4,salsa
2003-01-01,False,0,0.595,0.581,11,-8.484,1,0.0461,0.0647,0.0,0.0616,0.846,92.994,168427,4,pop
2015-10-02,False,18,0.648,0.788,9,-2.8,1,0.0316,0.0124,0.0406,0.0846,0.198,114.011,225906,4,pop
