artist_name,track_name,release_date,genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Funeral Dress,Nothing to Lose,1996-04-26,"['oi', 'street punk']",False,3,0.189,0.987,0,-4.88,1,0.134,4.21e-05,0.753,0.126,0.337,166.371,5hFRQ9ZdFDOvjtWNqmfF1V,143675,4
Leone Sinigaglia,"2 Stücke, Op. 16: I. Romanze (Quasi adagio)",2017-09-08,['italian romanticism'],False,22,0.183,0.0312,11,-22.664,0,0.0416,0.989,0.906,0.0838,0.0959,79.28,74HDtVEO05wv3FYpysBHHv,212387,4
PARTYNEXTDOOR,Don't Know How,2016-08-12,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",True,48,0.64,0.428,8,-6.154,1,0.0749,0.0454,0.000449,0.171,0.17,110.0,05GvhIvS56t5EBoG8YtyCK,174049,4
The El Dorados,At My Front Door (Crazy Little Mama),2008-01-23,"['doo-wop', 'rhythm and blues']",False,0,0.488,0.546,8,-10.226,1,0.046,0.682,0.0,0.106,0.963,175.088,3lQKJDsno5K1kuNiuJbsDH,158947,4
LPB Poody,Batman,2021-02-12,['florida rap'],True,71,0.893,0.565,1,-4.74,1,0.268,0.0754,0.0,0.0375,0.808,81.009,1xMvdOFQaql3EBkHmuh2TK,156432,4
Noir Désir,Tostaky (Le continent),1992-01-01,"['chanson', 'french reggae', 'french rock', 'rock alternatif francais']",False,0,0.219,0.957,9,-7.142,1,0.114,0.0255,0.708,0.207,0.344,132.925,1cSBzkgBFUsR0gXc0xs6y2,329333,4
deadmau5,Snowcone,2016-05-27,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']",False,37,0.726,0.563,11,-8.043,0,0.238,0.096,0.871,0.263,0.134,98.007,5zxuMu1ytdB77KjJjiMDCT,314423,4
Hillsong Worship,What A Beautiful Name,2017-01-06,"['ccm', 'christian music', 'world worship', 'worship']",False,66,0.424,0.506,2,-5.877,1,0.0284,0.201,0.0,0.11,0.138,135.902,4KLj9QjEhJl2WU50mxRF9Z,238200,4
Roberto Roena,Traicion,2009,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",False,0,0.566,0.744,0,-5.756,1,0.0487,0.61,0.423,0.529,0.647,120.681,5V32Gh2JdeNSplch4JltC3,382307,4
Hip Hop Heroes,Purple Pills,2013-04-01,[],False,0,0.834,0.696,1,-3.672,1,0.107,0.0267,0.0,0.27,0.737,125.041,4Jsnx6dlDKwW0pVUWt2ZGJ,303547,4
Eskimo Callboy,We Got the Moves,2021-09-03,"['comic metal', 'german metalcore', 'metalcore', 'trancecore']",True,70,0.595,0.808,5,-6.595,0,0.0564,0.00013,1.68e-05,0.103,0.712,149.989,4EFb9FhLyFiDbYKwBwDZre,206858,4
High Valley,Fathers and Sons,2016-10-19,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",False,15,0.499,0.74,0,-3.435,1,0.0371,0.0569,0.0,0.0996,0.42,151.959,4fLC2SolgGYMoqlrQ66eye,184614,3
Rozzlyn Rangers,Rozzlyn Rangers,2011-03-29,['dc hardcore'],False,7,0.335,0.899,9,-8.849,1,0.259,0.0641,0.284,0.135,0.267,180.286,00pqbgBNezXLmgSc0XNPKT,111293,4
Only The Family,No Auto Durk,2018-12-21,"['chicago rap', 'rap', 'trap']",True,72,0.765,0.553,11,-7.116,0,0.358,0.00822,0.0,0.206,0.565,154.971,4VcPtoOpK3oBMDZJ9Ptp9f,184258,4
Pharoahe Monch,YAYO,2019-01-16,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']",False,28,0.458,0.96,2,-1.197,1,0.34,0.084,0.0,0.396,0.611,99.502,3kr4iEUQYw3RCzf4vSgPDK,161733,4
Tritonal,Still With Me - Seven Lions Remix,2012-11-12,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']",False,32,0.242,0.881,8,-5.574,1,0.0822,0.0131,0.0296,0.155,0.0657,137.946,1uy0MBpwxwAmNXbQZ197hK,316535,4
Junior H,Paso En Culiacan,2020-06-25,"['corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",False,67,0.716,0.683,11,-4.251,0,0.0251,0.289,1.86e-06,0.326,0.762,100.028,5McxmoutZI2oRpuTQdvH71,275659,3
Burial,Archangel,2007-11-05,"['classic dubstep', 'electronica', 'hauntology', 'intelligent dance music', 'microhouse', 'uk bass']",False,0,0.617,0.849,1,-10.123,1,0.165,0.463,0.516,0.116,0.521,135.277,63FmCXIc4lmEq9fNqGkQ57,242427,4
Donovan,Atlantis,1969-08-11,"['art rock', 'british folk', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter']",False,53,0.291,0.313,0,-16.17,1,0.0347,0.177,0.000552,0.0828,0.341,77.893,0kcEK7YuNNfE7jiTnXS1cm,302640,4
Rob Zombie,Dragula,2006-01-01,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'rock']",False,0,0.568,0.95,0,-6.187,0,0.0639,5.12e-05,5.92e-06,0.0754,0.572,125.046,4JaJuGSfhcA7kavdgS3yn6,222987,4
The Notorious B.I.G.,Kick in the Door - 2014 Remaster,1997-03-04,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",True,56,0.62,0.854,6,-5.578,1,0.628,0.103,0.0,0.402,0.671,179.801,0ed6evAMZvewGh4UI9KkVU,286187,4
Cookie Monsta,Move The Crowd - Original Mix,2015-03-09,"['brostep', 'classic dubstep', 'filthstep']",False,0,0.59,0.939,2,-4.37,1,0.0674,0.00398,0.516,0.613,0.0877,140.047,0jNMUbmAQIt16uyvxwm9nh,224571,4
Outkast,Elevators (Me & You),1996-08-27,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",True,61,0.772,0.586,10,-10.434,0,0.301,0.0234,0.000722,0.0562,0.643,85.068,2oLwDI8tZUOh6SmTMRRfKs,265200,4
Erik Truffaz,Djiki'n (feat. Rokia Traoré),2016-01-15,"['contemporary jazz', 'dark jazz', 'french jazz', 'indie jazz', 'jazz trumpet', 'jazztronica', 'nu jazz', 'swiss jazz']",False,0,0.522,0.408,9,-13.004,0,0.0315,0.717,0.0931,0.0891,0.525,84.885,5KiCZVaIb8tNC7bQfHbqAQ,261627,4
Paingels,Je Me Lève,2008-11-24,[],False,0,0.5,0.797,9,-7.857,1,0.0346,1.56e-05,0.051,0.35,0.61,145.028,1IaVc57SGPNKP0MaY4p3sY,232850,4
Disclosure,In My Arms - Edit,2021-08-20,"['house', 'pop', 'uk dance']",False,58,0.693,0.911,10,-10.002,0,0.0539,0.00355,0.577,0.35,0.147,126.327,5ukTUKLwsaThljUaV6IVAs,225400,4
Queen,You're My Best Friend - Remastered 2011,1975-11-21,"['classic rock', 'glam rock', 'rock']",False,0,0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,5YtxOL4iUchhynLL9nEBwQ,170787,4
Fiddlin John Carson,The Little Old Log Cabin In The Lane,1997,"['appalachian folk', 'old-time', 'traditional country', 'traditional folk', 'vintage old-time']",False,15,0.502,0.0996,2,-16.259,1,0.0499,0.994,0.0,0.327,0.778,98.782,11yR8LYrznfqVw7PW8EbPC,167367,4
Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,1970-11-01,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",False,0,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,5kmbjtL6Q6zkATdc02JJHv,423840,4
Galwaro,Sexy Chick,2020-02-07,['melbourne bounce international'],False,52,0.602,0.724,2,-6.366,1,0.122,0.205,0.00783,0.108,0.222,134.016,4smYVbC48nAFqrf4DyczYz,152909,4
COIN,Chapstick,2021-10-08,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']",False,66,0.806,0.636,2,-6.281,1,0.042,0.00515,0.00053,0.109,0.783,115.03,2c0NslS6dfGp1LT1iXbqyS,193299,4
Add N To (X),Plug Me In,2000-10-17,['electroclash'],False,0,0.369,0.536,10,-13.306,0,0.0545,0.0601,0.77,0.11,0.329,112.097,7an471EYI6ZyQpSP3nWpzU,331667,4
Mistah F.A.B.,N.E.W Oakland,2005-05-17,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast trap']",True,44,0.827,0.813,11,-6.1,0,0.328,0.0983,0.0,0.0413,0.596,99.956,6yoRcAvgoIqS6eL8kpJBxF,227240,4
The Prisonaires,Just Walkin' In The Rain - Original,2006-05-26,[],False,0,0.333,0.0855,8,-14.542,1,0.0381,0.99,0.00116,0.111,0.234,81.292,4AmybkQxnawGkcaBpzGHxq,161960,4
Kate Smith,God Bless America,2010-01-01,['torch song'],False,0,0.312,0.227,2,-10.848,1,0.0329,0.986,1.92e-05,0.275,0.549,86.847,2Lj9P94OffOye66ZL8X17b,163040,4
POORSTACY,I Can't Sleep,2020-03-13,"['emo rap', 'melodic rap']",False,60,0.622,0.656,2,-5.159,1,0.0393,0.00862,0.0,0.12,0.268,135.006,1gckzXZppc8a5qHZy4MCZJ,202867,4
Sheena Easton,For Your Eyes Only,1981,"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']",False,61,0.244,0.44,7,-7.777,1,0.0475,0.871,8.65e-05,0.372,0.113,82.02,4jRJWlkCn3pAwezfqFODU3,184480,4
AJR,AfterHours,2014-03-25,"['modern rock', 'pop rap']",False,50,0.505,0.917,3,-4.435,1,0.164,0.00293,0.00396,0.204,0.39,124.953,4LimlSNYAlc5TMCi32Yuy8,204517,4
Javiera Mena,Al Siguiente Nivel,2006-11-01,"['chilean indie', 'chilean rock', 'electronica chilena', 'pop chileno', 'pop electronico']",False,0,0.44,0.662,1,-6.809,1,0.0348,7e-05,0.00169,0.132,0.469,167.999,0Hb9pMov0gTE2qb4p5FiAS,244360,4
Reel 2 Real,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",1994-10-10,"['eurodance', 'hip house']",False,65,0.863,0.781,5,-8.546,0,0.0785,0.0394,0.000292,0.125,0.764,122.938,6dHTkQYY3zdR9i9Nj0IGVW,230760,4
Hélène Ségara,Vivo per lei - Live,2014-01-01,"['chanson', 'french pop']",False,0,0.341,0.476,2,-8.79,1,0.0388,0.877,3.49e-06,0.989,0.232,136.147,1sAwi9I4njxTbCSz1yJich,287507,4
Nick Drake,Time Of No Reply,2014-11-09,"['british folk', 'folk', 'folk rock', 'melancholia', 'rock', 'singer-songwriter']",False,0,0.602,0.317,7,-14.136,1,0.0414,0.92,0.843,0.1,0.646,118.343,0cZHPEH1IKtM0M6sSx2OJm,162093,4
YG,SLAY,2018-08-03,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",True,0,0.734,0.442,10,-7.646,0,0.0441,0.0671,0.0,0.33,0.243,87.989,6YQP8txj9ZXTGiaP8S8jOZ,284693,4
Benjamin Britten,Young Person's Guide To The Orchestra,2007-08-03,"['british modern classical', 'classical', 'neoclassicism']",False,48,0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,0w4LgJ5G1Xz5jLS3HX8oyq,1050893,4
Corrion,Eastside,2021-12-25,[],True,40,0.889,0.573,6,-7.754,0,0.225,0.321,0.0,0.185,0.804,116.968,4FMd0nVRKZ0rKE6oWI43dz,211300,4
Lionel Hampton,Hey Ba-Ba-Re-Bop,2007-07-01,"['bebop', 'big band', 'jazz', 'stride', 'swing', 'vocal jazz']",False,0,0.674,0.335,5,-11.875,1,0.0445,0.85,0.000933,0.0678,0.853,134.632,0VJJoz1GXE0ZwTJWbg7tsm,198120,4
Queens of the Stone Age,No One Knows,2002-01-01,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",False,73,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,6y20BV5L33R8YXM0YuI38N,278747,4
Noisia,Mantra - Mat Zo Remix,2017-04-07,"['breakbeat', 'brostep', 'deep dnb', 'drum and bass', 'dutch dnb', 'electro house', 'neurofunk']",False,30,0.396,0.821,8,-3.826,1,0.104,0.00576,0.000424,0.116,0.119,171.927,7CLIzgAnyMkEODpvaCJ1h6,265543,4
Excel,No Deal,2000,"['california hardcore', 'crossover thrash', 'old school thrash', 'thrash core', 'thrash metal']",False,4,0.174,0.889,9,-7.426,1,0.0978,0.000745,0.000774,0.213,0.257,112.919,7j2dPjsslTQdqPHvvtSGYX,177707,4
Queen,Bohemian Rhapsody - Digital Remaster,2002-09-24,"['classic rock', 'glam rock', 'rock']",False,0,0.394,0.323,0,-11.854,0,0.0519,0.067,7.77e-06,0.275,0.308,142.783,28h6N045oAj2q2k0jl4Vip,353933,4
Jazmine Sullivan,Bust Your Windows,2008-09-23,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",False,65,0.683,0.664,5,-4.233,0,0.0332,0.538,0.0,0.0671,0.866,106.991,56z2qI0gKcPthQF6l8AW3E,266307,4
The Black Keys,I'm Not the One,2020-12-18,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",False,45,0.602,0.485,9,-6.856,0,0.0306,0.405,0.000181,0.104,0.458,139.406,3OCu1I58aI9fy6m6pYEtN2,229133,4
The Mob,Never Understood - 'Ching' 1981 Cassette,2007-11-19,[],False,1,0.375,0.487,4,-8.428,1,0.032,0.0345,0.164,0.144,0.235,136.808,1KycnEAOPdEg4UIOBXmGCB,172467,4
Jacques Brel,Le plat pays,2004-01-01,"['belgian singer-songwriter', 'chanson']",False,0,0.508,0.249,11,-12.821,1,0.0598,0.736,5.07e-05,0.102,0.198,113.916,3yMa50R5VnhPrkFeBlYSYp,161733,5
JAY-Z,Hard Knock Life - The Ghetto Anthem,1998-09-29,"['east coast hip hop', 'hip hop', 'rap']",False,0,0.86,0.674,9,-5.878,0,0.339,0.0912,0.00159,0.0322,0.592,77.005,7pO62ysbW2Wg5Y6pzKNEN7,238467,4
Ludovico Einaudi,Full Moon (Arr. Lewin for Guitar),2021-04-16,"['bow pop', 'compositional ambient', 'neo-classical']",False,59,0.364,0.00799,8,-33.09,1,0.0395,0.978,0.894,0.109,0.0674,101.226,1eqyKmkcp7b2s1PU9fEZRS,216093,4
Bobby Womack,Across 110th Street,1993-01-01,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",False,65,0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,2zyTP97uGsIc1C4KNNEkyn,230507,4
Jack Johnson,Do You Remember,2005-01-01,['neo mellow'],False,61,0.598,0.289,2,-11.405,1,0.0334,0.762,8.17e-05,0.262,0.714,92.035,1EZJBB6bvCcrvYRlOyoHuf,144013,4
The Hoax,One in a Crowd,2008-12-01,[],False,0,0.495,0.937,5,-7.517,1,0.16,0.00367,0.622,0.0799,0.642,95.542,5PNlFlMYaEAkHkCHCJ3FU9,150573,4
Disco Tex & The Sex-O-Lettes,Get Dancin',2008-08-05,[],False,36,0.543,0.839,7,-7.967,1,0.125,0.538,0.000181,0.471,0.634,106.086,6WzOO4e61wqkoLrZrJbBl4,231200,4
A Boogie Wit da Hoodie,Mood Swings,2019-09-13,"['melodic rap', 'rap', 'trap']",True,0,0.941,0.676,4,-5.54,0,0.0936,0.211,4.64e-06,0.0986,0.93,120.073,2xE16muNCmhZwSOv3i1d1H,156960,4
Stukas Over Bedrock,Life Like Yogi - Original 1984 mix,1984,['deep hardcore punk'],True,2,0.542,0.771,6,-13.063,1,0.0613,0.0026,0.000649,0.0867,0.583,100.317,1NMyxjUgzyuCyZCbTeTxjo,115618,4
Joe Cuba,El Monito Y El León,1976-12-31,"['afro-cuban percussion', 'boogaloo', 'latin jazz', 'salsa', 'salsa international']",False,9,0.545,0.775,5,-4.168,1,0.0335,0.437,0.00143,0.0363,0.923,105.545,751mgqUFxvNdzy3DMbwS3J,263387,4
Colbie Caillat,Bubbly,2007-01-01,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",False,76,0.688,0.477,9,-6.684,1,0.036,0.594,0.0,0.115,0.257,127.866,1lkvpmrCaXK8QtliFDcHBO,196227,4
Lost Kings,You - Crankdat Remix Edit,2016-04-25,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",False,0,0.702,0.817,9,-4.118,1,0.15,0.0517,0.00228,0.0688,0.328,128.085,1KutacPrfMA60WfwZkL7aA,206211,4
half•alive,RUNAWAY,2019-06-13,"['alt z', 'indie pop', 'modern alternative rock', 'modern rock']",False,0,0.752,0.598,0,-5.617,0,0.0482,0.00368,0.00165,0.0651,0.592,131.967,6iRXOuVt9bOdGr3nohzddj,161760,4
TV On The Radio,DLZ,2008-09-21,"['alternative dance', 'alternative rock', 'brooklyn indie', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock', 'stomp and holler']",False,0,0.512,0.882,8,-4.024,0,0.0454,0.0342,0.00262,0.108,0.512,175.997,6HShLj7GuPA7CC2oeRPUNL,228707,4
Robert Palmer,Addicted To Love,1985-01-01,"['album rock', 'art rock', 'blues rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",False,72,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,5izGeTxueiFX1UPFGohY9w,363640,4
Portishead,Mourning Air,1997-01-01,"['electronica', 'laboratorio', 'trip hop']",False,0,0.309,0.515,0,-8.185,0,0.0372,0.278,0.081,0.144,0.0555,141.883,5Tc1U1GP9OMLIzuRTn6u8O,252240,4
Steve Reich,"It's Gonna Rain, Part I (1965)",2005-09-20,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'drone', 'minimalism']",False,12,0.751,0.495,9,-16.99,1,0.24,0.995,0.0,0.0988,0.346,75.376,3A3CoehU4LKShfck8XJYU7,479573,3
bbno$,edamame (feat. Rich Brian),2021-07-24,"['canadian hip hop', 'dark trap', 'vapor trap']",True,85,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,1uMHCAyGmHqyygoNRuo7MV,133707,4
The Manikins,Street Treat,2015-04-21,['protopunk'],False,0,0.164,0.798,6,-8.095,0,0.0853,0.00659,0.923,0.222,0.177,186.77,2tffFhGg1kkkZXqBSFR9qQ,122464,4
Tiësto,Adagio For Strings - Radio Edit,2005,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",False,0,0.483,0.907,10,-10.086,0,0.0493,0.016,0.93,0.114,0.378,139.993,4yeurOQX3Dx0vnFKVxJYZp,207133,4
G-Eazy,Remember You (feat. blackbear),2014-06-20,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",True,54,0.654,0.565,4,-8.741,0,0.196,0.345,0.0,0.157,0.207,140.079,4WmS1ZuledEAlrpJv1E22s,215880,4
FKA twigs,In Time,2015-08-13,"['afrofuturism', 'art pop', 'dance pop', 'escape room', 'experimental r&b', 'pop', 'trip hop']",False,0,0.626,0.734,4,-6.036,0,0.0639,0.259,0.0,0.146,0.237,127.177,4R33D1MJAnb07J1x3AQgDG,272247,4
Cody Simpson,iYiYi (feat. Flo Rida),2010-12-20,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",False,46,0.629,0.721,5,-4.299,1,0.0287,0.0395,0.0,0.349,0.787,159.951,0mkRjDV6wzXg9rFUL1BEW0,235800,4
Mia Julia,M.i.a. Meine Gang,2017-06-16,"['partyschlager', 'schlager']",False,42,0.816,0.864,7,-2.755,1,0.0714,0.175,0.0,0.0811,0.714,135.989,0draBKufTTX0adsDSV3Djd,218851,4
Full Energy Workout,We Don't Talk Anymore - Hip Hop Remix,2016-09-12,[],False,0,0.827,0.358,1,-8.752,0,0.114,0.0287,8.35e-05,0.0825,0.618,99.965,5EvbjW16V82zWNBFXfvDyv,219000,4
BEEZYLOVE,Купи,2020-07-17,[],False,1,0.913,0.883,9,-4.78,1,0.0572,0.0945,0.0,0.27,0.958,142.105,5JJTk5LfqIJdrR4bXFsUEK,136046,4
False Confession,Just as I Am,1983-12-13,[],False,5,0.439,0.977,11,-4.573,1,0.0761,0.00495,0.000189,0.116,0.696,98.49,2SVtNY9heOUDM0pUZk38gZ,83133,4
ANOHNI,Drone Bomb Me,2016-05-06,"['art pop', 'chamber psych', 'experimental pop', 'metropopolis', 'transpop']",False,1,0.402,0.468,2,-8.36,1,0.0386,0.179,0.00124,0.137,0.0631,73.721,4Fe5RBekhh4irEhWZrGsCw,250978,4
W&W,Rocket - Lookas Remix,2016-05-11,"['big room', 'dutch trance', 'edm', 'electro house', 'pop dance', 'progressive house', 'trance']",False,26,0.337,0.873,11,-6.496,1,0.093,0.000342,0.856,0.377,0.12,144.817,0buj9EV6Yzg5CCccYX8hUi,192052,4
Sum 41,In Too Deep,2001-01-01,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk', 'rock']",False,76,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,1HNE2PX70ztbEl6MLxrpNL,207093,4
Pearl Jam,Wishlist,1998-02-02,"['grunge', 'permanent wave', 'rock']",False,0,0.63,0.341,0,-9.428,1,0.0348,0.0272,0.00214,0.0823,0.102,114.943,52S8hL96G4VqbSXVar0gqa,206773,4
The Spy's,Last Generation,2020-11-25,[],False,0,0.103,0.745,7,-10.612,1,0.0637,0.00306,0.978,0.113,0.728,168.153,5aNOLl8GUmaeiZSqBhlYB3,208588,4
Snorre Kirk,Bright And Early,2021-03-19,"['danish jazz', 'danish modern jazz']",False,21,0.619,0.423,0,-10.797,0,0.1,0.798,0.0395,0.0583,0.832,128.139,1PHNYQjJip1ZtI2kLpYI3h,181530,4
Wooli,Bad Mood,2020-09-28,"['brostep', 'dubstep', 'edm', 'electronic trap', 'gaming dubstep']",True,28,0.554,0.997,6,-0.222,0,0.518,0.000853,6.44e-05,0.219,0.0839,150.12,79ayP2CwH1cZuV2X71AAko,201395,4
Example,Changed The Way You Kiss Me,2012-01-01,"['hip house', 'house', 'pop dance', 'tropical house']",False,0,0.576,0.809,4,-4.363,0,0.0411,0.00814,0.000228,0.118,0.213,127.016,4RheVoHn5WaXjn5pD3tvbR,192840,4
YGTUT,Live from Chattanooga,2015-05-02,"['indie hip hop', 'tennessee hip hop', 'underground hip hop']",True,42,0.833,0.398,0,-11.259,0,0.152,0.465,0.0,0.192,0.575,127.033,4xC00vwRyE2YVdlOJuKAAB,214832,4
Nabat,Fotti i poseurs! - Demotape,1982,['oi'],True,2,0.451,0.931,9,-6.065,1,0.122,0.236,0.0,0.246,0.966,141.964,4usOLMVnUIHz3U4zgTewoi,64693,4
Christopher Larkin,Sealed Vessel,2017-02-10,"['indie game soundtrack', 'oceania soundtrack', 'video game music']",False,50,0.222,0.254,0,-12.636,1,0.0379,0.669,0.837,0.0896,0.0353,117.685,5LlqVViilxn216dQzcFyvy,345027,3
iann dior,gone girl,2019-11-08,"['melodic rap', 'pop rap']",True,74,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,3iH29NcCxYgI5shlkZrUoB,136568,4
Sloan,Underwhelmed,1992,"['canadian indie', 'canadian rock', 'gbvfi', 'halifax indie', 'indie rock', 'power pop']",False,36,0.415,0.936,11,-6.612,1,0.0934,0.000811,0.0,0.103,0.563,133.766,7EPKTiAQSvu9HwZDqvGelg,285302,4
Tyler Childers,Universal Sound,2017-08-04,"['kentucky indie', 'kentucky roots', 'outlaw country']",False,66,0.672,0.437,5,-9.656,1,0.0368,0.85,0.261,0.107,0.636,101.588,48nZLOpJOINkICPWpUuhaN,221600,4
Moe Shop,Love Taste,2016-05-22,"['future funk', 'kawaii future bass']",True,70,0.673,0.637,11,-8.022,0,0.28,0.000837,0.846,0.16,0.592,110.01,0XVoD3TmJVEYdRzZoe0Ewy,176193,4
DUBOSS,"Voyage, Voyage - Imanbek Edit",2020-06-19,[],False,53,0.639,0.919,8,-4.954,0,0.0841,0.00925,0.00491,0.073,0.466,123.123,4F00iPY5vOYv4WtDHvPtBa,156103,4
The Cube Guys,Baba O'Riley (Radio Edit),2008-12-16,"['circuit', 'disco house', 'funky house', 'funky tech house', 'house', 'tribal house', 'vocal house']",False,34,0.596,0.809,6,-7.95,1,0.0411,0.000914,0.139,0.163,0.468,127.975,31gTL5XTmcI4JCSglW5Sda,251707,4
Randy Twigg,Birdy,2009-10-20,[],False,0,0.694,0.589,10,-6.28,0,0.0546,5.69e-05,0.471,0.0874,0.876,159.992,65C3v8D0DgUWOYXVGCFBbG,242347,4
SNAILS,Funk With Me (feat. Big Gigantic),2015-03-17,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']",False,36,0.63,0.948,0,-2.503,1,0.0957,0.000436,0.00232,0.0441,0.73,100.013,7uYxd23SPp7a35kVUU7GG9,148293,4
Manu Chao,Me Gustas Tu,2001-06-01,"['latin alternative', 'world']",False,0,0.657,0.734,11,-6.817,0,0.075,0.649,0.299,0.215,0.914,176.033,6t0fYRoZlM5kQ9qT19JnbZ,239987,4
The Beatles,Being For The Benefit Of Mr. Kite! - Remastered,1967-06-01,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,0,0.526,0.413,0,-9.865,1,0.0446,0.338,0.0,0.0992,0.71,111.874,59pHZGDsoullvuO7LUQmpA,157533,4
Andrea True Connection,"More, More, More - Single Version",2010-03-01,['disco'],False,39,0.657,0.667,9,-11.704,0,0.0356,0.0183,0.000282,0.203,0.868,104.231,3AE5u8SGUVStmdjXzHWflz,180280,4
MOTVS,Xxl,2021-06-14,[],False,41,0.67,0.931,11,-5.1,1,0.0781,0.00469,0.861,0.21,0.385,130.011,79rVYy1nwpohMLy5u4o7c7,271846,4
Smoove & Turrell,The Difference,2009-04-20,"['bboy', 'funk', 'modern funk', 'nu jazz']",False,0,0.77,0.598,4,-6.935,0,0.108,0.279,8.75e-05,0.142,0.503,95.866,0X08ummE2T7KX6Tt0twyLW,271107,4
Krewella,Live for the Night,2013-09-20,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'pop dance']",True,52,0.499,0.843,6,-2.224,1,0.113,0.0138,0.0,0.124,0.533,127.932,457p7UH7hoHrbA2iI4PSCA,206480,4
Lil Peep,let me bleed,2016,"['emo rap', 'lgbtq+ hip hop']",True,62,0.479,0.691,11,-6.339,1,0.0367,0.00452,3.89e-06,0.119,0.189,85.98,42CvoNEEBDcUBpfRMnQG16,246867,4
